incident_id,event_timestamp,service_name,gcp_region,owning_team,severity,root_cause,alert_count,duplicate_alerts,p95_latency_ms,error_rate_pct,cpu_utilization_pct,memory_utilization_pct,deployment_within_2h,customer_impact_score,mttr_minutes,escalated
inc-008690,2026-02-12T05:43:00+00:00,inventory,asia-south1,platform,low,dependency_timeout,14,7,422,2.111,82.87,73.24,0,23.18,39,0
inc-008691,2026-02-12T05:50:00+00:00,checkout,europe-west1,backend,low,traffic_spike,8,5,20,0.043,74.71,73.91,0,4.23,23,0
inc-008692,2026-02-12T05:57:00+00:00,search,asia-south1,sre,high,bad_deploy,48,17,139,11.585,44.83,84.25,1,59.83,155,1
inc-008693,2026-02-12T06:04:00+00:00,inventory,asia-south1,ml-platform,medium,quota_exhaustion,14,6,351,5.987,25.29,79.57,0,33.04,70,0
inc-008694,2026-02-12T06:11:00+00:00,inventory,asia-south1,sre,medium,database_latency,18,2,359,1.532,44.82,78.7,0,21.67,58,0
inc-008695,2026-02-12T06:18:00+00:00,checkout,us-central1,payments,low,dependency_timeout,6,0,515,2.55,88.55,64.87,0,23.23,32,0
inc-008696,2026-02-12T06:25:00+00:00,inventory,us-central1,platform,low,dependency_timeout,11,2,516,0.195,60.73,66.0,0,18.44,31,0
inc-008697,2026-02-12T06:32:00+00:00,checkout,europe-west1,platform,high,dependency_timeout,46,22,869,1.096,49.34,83.26,0,45.71,137,1
inc-008698,2026-02-12T06:39:00+00:00,payments,asia-south1,backend,low,dependency_timeout,8,2,942,2.435,50.63,78.81,0,34.45,38,0
inc-008699,2026-02-12T06:46:00+00:00,search,europe-west1,backend,high,database_latency,11,6,392,0.531,72.31,57.23,0,16.34,37,1
inc-008700,2026-02-12T06:53:00+00:00,recommendations,us-east1,platform,low,quota_exhaustion,8,1,141,11.259,28.48,77.94,0,40.9,73,1
inc-008701,2026-02-12T07:00:00+00:00,search,europe-west1,platform,high,dependency_timeout,50,11,639,1.999,97.57,63.74,1,44.47,176,1
inc-008702,2026-02-12T07:07:00+00:00,payments,us-east1,platform,low,bad_deploy,10,4,217,12.922,67.2,73.25,1,48.69,74,1
inc-008703,2026-02-12T07:14:00+00:00,search,asia-south1,platform,low,bad_deploy,8,3,93,4.376,36.82,73.18,1,19.05,45,0
inc-008704,2026-02-12T07:21:00+00:00,search,asia-south1,ml-platform,medium,dependency_timeout,18,2,368,0.558,60.6,49.42,0,18.97,52,0
inc-008705,2026-02-12T07:28:00+00:00,recommendations,asia-south1,backend,low,dependency_timeout,6,0,586,0.923,74.63,22.39,0,20.12,29,0
inc-008706,2026-02-12T07:35:00+00:00,search,us-central1,backend,medium,quota_exhaustion,25,6,254,11.968,85.88,74.93,0,53.5,103,1
inc-008707,2026-02-12T07:42:00+00:00,recommendations,asia-south1,sre,high,database_latency,32,19,713,0.779,39.64,58.72,0,34.56,128,1
inc-008708,2026-02-12T07:49:00+00:00,user-profile,us-east1,ml-platform,low,quota_exhaustion,9,1,90,12.052,67.67,77.17,0,42.46,61,1
inc-008709,2026-02-12T07:56:00+00:00,search,asia-south1,ml-platform,medium,dependency_timeout,23,11,809,1.28,58.3,38.41,0,34.41,61,0
inc-008710,2026-02-12T08:03:00+00:00,user-profile,asia-south1,backend,low,dependency_timeout,8,1,787,1.983,38.6,65.71,1,29.22,45,0
inc-008711,2026-02-12T08:10:00+00:00,payments,us-east1,platform,low,quota_exhaustion,8,2,110,10.971,58.36,86.67,0,39.26,64,1
inc-008712,2026-02-12T08:17:00+00:00,user-profile,europe-west1,payments,critical,traffic_spike,62,17,158,1.926,52.53,89.96,0,37.63,226,1
inc-008713,2026-02-12T08:24:00+00:00,recommendations,us-east1,sre,high,dependency_timeout,50,21,890,0.625,58.45,65.25,1,46.62,140,1
inc-008714,2026-02-12T08:31:00+00:00,payments,asia-south1,sre,critical,dependency_timeout,56,29,957,1.18,83.19,53.43,0,52.66,104,1
inc-008715,2026-02-12T08:38:00+00:00,inventory,europe-west1,sre,medium,database_latency,21,5,545,1.615,62.84,91.47,1,27.92,80,0
inc-008716,2026-02-12T08:45:00+00:00,recommendations,us-central1,sre,high,quota_exhaustion,30,5,241,4.941,50.86,64.9,0,34.35,126,1
inc-008717,2026-02-12T08:52:00+00:00,payments,us-east1,sre,medium,database_latency,14,2,996,0.08,79.51,55.6,0,31.44,52,0
inc-008718,2026-02-12T08:59:00+00:00,inventory,asia-south1,ml-platform,high,dependency_timeout,47,11,851,1.86,83.18,66.9,0,48.01,166,1
inc-008719,2026-02-12T09:06:00+00:00,inventory,europe-west1,sre,medium,database_latency,11,4,1058,1.057,33.83,100,0,34.57,61,0
inc-008720,2026-02-12T09:13:00+00:00,inventory,europe-west1,payments,low,bad_deploy,6,2,129,3.823,55.27,59.53,1,17.39,36,0
inc-008721,2026-02-12T09:20:00+00:00,user-profile,asia-south1,payments,high,traffic_spike,52,27,162,0.0,57.23,66.63,1,27.45,172,1
inc-008722,2026-02-12T09:27:00+00:00,checkout,asia-south1,sre,medium,dependency_timeout,18,1,1062,0.343,58.37,79.38,0,35.68,46,0
inc-008723,2026-02-12T09:34:00+00:00,checkout,us-central1,backend,high,database_latency,59,37,690,0.27,67.43,81.82,1,44.61,85,1
inc-008724,2026-02-12T09:41:00+00:00,inventory,us-central1,platform,low,database_latency,8,2,956,0.309,87.89,67.56,1,28.43,32,0
inc-008725,2026-02-12T09:48:00+00:00,payments,asia-south1,ml-platform,medium,database_latency,18,7,491,2.47,34.52,74.1,0,27.79,79,0
inc-008726,2026-02-12T09:55:00+00:00,user-profile,us-east1,platform,critical,dependency_timeout,80,33,980,1.223,69.58,69.96,0,64.17,142,1
inc-008727,2026-02-12T10:02:00+00:00,search,asia-south1,payments,medium,traffic_spike,12,2,73,0.386,79.34,63.39,0,8.38,21,0
inc-008728,2026-02-12T10:09:00+00:00,checkout,us-central1,platform,high,dependency_timeout,30,11,762,1.478,46.86,67.68,1,36.98,122,1
inc-008729,2026-02-12T10:16:00+00:00,recommendations,asia-south1,payments,high,traffic_spike,44,21,150,0.508,43.8,80.05,0,25.07,133,1
inc-008730,2026-02-12T10:23:00+00:00,checkout,us-central1,ml-platform,medium,database_latency,11,6,753,0.042,72.87,67.02,0,23.9,31,0
inc-008731,2026-02-12T10:30:00+00:00,inventory,us-central1,platform,medium,database_latency,28,6,1073,0.544,33.83,62.84,0,41.06,76,0
inc-008732,2026-02-12T10:37:00+00:00,payments,asia-south1,payments,medium,dependency_timeout,8,3,689,0.219,68.74,100,0,21.48,29,0
inc-008733,2026-02-12T10:44:00+00:00,search,us-central1,payments,high,bad_deploy,38,15,175,8.071,33.77,49.61,1,45.69,85,1
inc-008734,2026-02-12T10:51:00+00:00,checkout,us-central1,platform,medium,bad_deploy,21,6,253,10.266,45.76,55.71,1,46.57,110,1
inc-008735,2026-02-12T10:58:00+00:00,checkout,europe-west1,sre,medium,bad_deploy,25,12,210,4.443,64.64,67.55,1,29.83,59,0
inc-008736,2026-02-12T11:05:00+00:00,checkout,us-central1,ml-platform,medium,traffic_spike,18,6,165,1.142,24.28,66.49,1,15.65,31,0
inc-008737,2026-02-12T11:12:00+00:00,search,us-east1,backend,high,bad_deploy,56,21,176,10.123,29.29,56.31,1,59.97,211,1
inc-008738,2026-02-12T11:19:00+00:00,search,asia-south1,ml-platform,medium,database_latency,18,2,670,0.338,62.3,69.91,0,25.86,37,0
inc-008739,2026-02-12T11:26:00+00:00,inventory,us-east1,backend,low,traffic_spike,6,3,168,1.664,74.31,83.69,0,11.89,27,0
inc-008740,2026-02-12T11:33:00+00:00,checkout,asia-south1,sre,low,quota_exhaustion,12,4,297,11.845,70.01,74.55,0,48.36,90,1
inc-008741,2026-02-12T11:40:00+00:00,checkout,us-east1,backend,medium,dependency_timeout,24,5,718,0.26,15.02,48.65,0,29.53,68,0
inc-008742,2026-02-12T11:47:00+00:00,user-profile,europe-west1,platform,low,dependency_timeout,7,1,474,1.588,62.36,99.03,1,19.76,30,0
inc-008743,2026-02-12T11:54:00+00:00,payments,us-central1,sre,high,traffic_spike,27,15,142,1.512,60.94,47.77,1,20.24,87,1
inc-008744,2026-02-12T12:01:00+00:00,payments,us-east1,payments,low,quota_exhaustion,5,2,284,11.675,75.26,55.4,0,44.38,65,1
inc-008745,2026-02-12T12:08:00+00:00,inventory,us-central1,payments,critical,database_latency,18,6,490,1.518,67.97,56.4,0,24.9,51,1
inc-008746,2026-02-12T12:15:00+00:00,recommendations,asia-south1,payments,medium,bad_deploy,14,1,245,11.481,61.95,72.11,1,46.87,78,1
inc-008747,2026-02-12T12:22:00+00:00,recommendations,asia-south1,platform,medium,database_latency,32,7,678,3.063,60.85,58.33,0,40.54,122,1
inc-008748,2026-02-12T12:29:00+00:00,checkout,europe-west1,platform,medium,dependency_timeout,13,7,817,0.528,70.34,77.08,0,27.86,53,0
inc-008749,2026-02-12T12:36:00+00:00,recommendations,asia-south1,ml-platform,high,bad_deploy,38,5,232,4.613,70.64,77.41,1,36.74,120,1
inc-008750,2026-02-12T12:43:00+00:00,user-profile,us-east1,payments,low,bad_deploy,6,1,299,6.455,80.16,70.67,1,29.54,43,0
inc-008751,2026-02-12T12:50:00+00:00,payments,asia-south1,sre,low,traffic_spike,11,2,76,1.118,38.62,69.74,0,10.2,36,0
inc-008752,2026-02-12T12:57:00+00:00,payments,us-east1,ml-platform,high,database_latency,52,32,498,2.103,20.92,53.44,0,42.16,148,1
inc-008753,2026-02-12T13:04:00+00:00,payments,asia-south1,payments,medium,quota_exhaustion,18,10,106,6.703,64.2,75.27,1,30.86,72,0
inc-008754,2026-02-12T13:11:00+00:00,user-profile,us-central1,payments,low,traffic_spike,7,3,292,1.125,93.32,100,0,13.82,20,0
inc-008755,2026-02-12T13:18:00+00:00,inventory,europe-west1,sre,low,quota_exhaustion,7,4,237,14.749,79.75,81.45,0,53.32,74,1
inc-008756,2026-02-12T13:25:00+00:00,checkout,asia-south1,platform,low,database_latency,8,1,979,0.754,87.15,99.26,0,30.34,37,0
inc-008757,2026-02-12T13:32:00+00:00,inventory,asia-south1,sre,medium,traffic_spike,15,7,213,1.222,37.76,58.74,0,15.74,41,0
inc-008758,2026-02-12T13:39:00+00:00,payments,us-central1,ml-platform,high,bad_deploy,65,25,175,11.691,64.09,76.05,1,68.7,277,1
inc-008759,2026-02-12T13:46:00+00:00,checkout,europe-west1,backend,medium,dependency_timeout,16,4,1007,0.051,83.85,71.77,0,32.53,75,0
inc-008760,2026-02-12T13:53:00+00:00,recommendations,europe-west1,sre,critical,traffic_spike,126,34,74,0.722,48.79,86.1,0,60.72,266,1
inc-008761,2026-02-12T14:00:00+00:00,user-profile,asia-south1,backend,low,bad_deploy,6,2,48,12.806,53.35,56.46,1,42.32,66,1
inc-008762,2026-02-12T14:07:00+00:00,inventory,us-central1,ml-platform,medium,database_latency,20,2,467,1.703,81.36,69.79,0,25.78,42,0
inc-008763,2026-02-12T14:14:00+00:00,recommendations,us-central1,platform,low,traffic_spike,6,3,206,1.469,83.81,61.94,1,12.26,28,0
inc-008764,2026-02-12T14:21:00+00:00,payments,europe-west1,platform,low,traffic_spike,4,2,143,1.221,84.3,66.97,0,9.04,17,0
inc-008765,2026-02-12T14:28:00+00:00,inventory,europe-west1,ml-platform,medium,dependency_timeout,23,9,817,1.844,100,55.82,0,36.31,81,0
inc-008766,2026-02-12T14:35:00+00:00,payments,asia-south1,payments,medium,dependency_timeout,23,3,470,0.403,53.17,79.41,0,23.31,48,0
inc-008767,2026-02-12T14:42:00+00:00,inventory,us-east1,platform,high,traffic_spike,36,15,279,1.156,69.29,79.1,0,26.64,68,1
inc-008768,2026-02-12T14:49:00+00:00,checkout,us-east1,sre,low,traffic_spike,9,3,98,0.532,64.76,83.6,1,8.1,18,0
inc-008769,2026-02-12T14:56:00+00:00,search,europe-west1,backend,medium,dependency_timeout,14,1,1028,0.187,78.15,49.25,0,32.56,62,0
inc-008770,2026-02-12T15:03:00+00:00,user-profile,europe-west1,sre,low,database_latency,1,0,854,0.262,58.77,50.53,0,22.59,20,0
inc-008771,2026-02-12T15:10:00+00:00,payments,asia-south1,platform,medium,dependency_timeout,31,10,374,1.481,86.05,60.52,0,27.74,74,0
inc-008772,2026-02-12T15:17:00+00:00,checkout,us-central1,platform,medium,traffic_spike,21,8,222,2.065,53.89,69.61,1,21.2,48,0
inc-008773,2026-02-12T15:24:00+00:00,user-profile,us-central1,sre,high,database_latency,23,5,294,0.498,58.18,58.3,1,19.19,37,1
inc-008774,2026-02-12T15:31:00+00:00,recommendations,us-central1,backend,low,traffic_spike,6,2,195,2.027,49.98,45.85,1,13.66,23,0
inc-008775,2026-02-12T15:38:00+00:00,inventory,us-east1,platform,low,database_latency,8,4,953,1.684,56.29,61.94,0,32.48,36,0
inc-008776,2026-02-12T15:45:00+00:00,recommendations,us-central1,platform,low,dependency_timeout,10,4,906,0.792,45.49,62.9,0,29.53,44,0
inc-008777,2026-02-12T15:52:00+00:00,search,asia-south1,payments,low,traffic_spike,13,2,113,1.565,14.53,79.7,1,13.37,35,0
inc-008778,2026-02-12T15:59:00+00:00,payments,asia-south1,sre,low,traffic_spike,15,4,243,1.459,51.02,74.97,0,17.2,44,0
inc-008779,2026-02-12T16:06:00+00:00,inventory,us-central1,ml-platform,low,quota_exhaustion,7,2,217,4.205,74.86,58.79,0,21.19,38,0
inc-008780,2026-02-12T16:13:00+00:00,inventory,us-central1,platform,high,dependency_timeout,32,16,915,3.135,65.15,73.84,0,46.68,82,1
inc-008781,2026-02-12T16:20:00+00:00,user-profile,us-east1,platform,high,database_latency,61,38,439,0.0,70.4,62.71,0,38.42,86,1
inc-008782,2026-02-12T16:27:00+00:00,user-profile,us-central1,backend,low,dependency_timeout,11,5,647,0.0,66.26,100,1,21.12,32,0
inc-008783,2026-02-12T16:34:00+00:00,checkout,asia-south1,sre,low,database_latency,9,5,630,1.828,60.85,50.03,0,25.28,39,0
inc-008784,2026-02-12T16:41:00+00:00,inventory,us-central1,platform,critical,bad_deploy,112,52,115,7.145,88.63,59.99,1,74.71,377,1
inc-008785,2026-02-12T16:48:00+00:00,payments,asia-south1,sre,low,database_latency,13,1,1100,1.595,66.73,74.52,1,38.14,47,0
inc-008786,2026-02-12T16:55:00+00:00,inventory,us-central1,ml-platform,low,database_latency,6,2,295,0.0,81.98,76.08,0,10.07,25,0
inc-008787,2026-02-12T17:02:00+00:00,checkout,us-central1,backend,low,bad_deploy,6,0,160,3.522,61.09,75.32,1,17.27,26,0
inc-008788,2026-02-12T17:09:00+00:00,user-profile,asia-south1,ml-platform,high,quota_exhaustion,35,19,224,3.612,71.31,75.43,0,32.19,67,1
inc-008789,2026-02-12T17:16:00+00:00,user-profile,europe-west1,sre,medium,bad_deploy,8,0,237,3.802,42.79,87.24,1,20.93,36,0
inc-008790,2026-02-12T17:23:00+00:00,checkout,asia-south1,ml-platform,low,database_latency,6,1,420,1.16,71.71,63.84,1,16.68,29,0
inc-008791,2026-02-12T17:30:00+00:00,payments,us-central1,platform,low,dependency_timeout,6,3,901,0.317,80.04,78.01,1,26.18,37,0
inc-008792,2026-02-12T17:37:00+00:00,user-profile,europe-west1,ml-platform,high,dependency_timeout,87,45,722,1.346,63.27,87.77,1,61.24,131,1
inc-008793,2026-02-12T17:44:00+00:00,payments,us-east1,backend,low,database_latency,11,4,537,0.55,57.07,75.71,0,20.03,43,0
inc-008794,2026-02-12T17:51:00+00:00,user-profile,europe-west1,ml-platform,high,database_latency,42,25,1025,1.753,73.0,67.45,0,49.78,85,1
inc-008795,2026-02-12T17:58:00+00:00,recommendations,europe-west1,sre,medium,traffic_spike,2,1,277,1.918,63.25,97.68,0,13.58,15,0
inc-008796,2026-02-12T18:05:00+00:00,search,us-east1,backend,medium,database_latency,22,13,793,0.485,44.62,69.86,1,31.18,86,0
inc-008797,2026-02-12T18:12:00+00:00,recommendations,europe-west1,backend,low,bad_deploy,7,3,248,11.306,70.02,73.16,1,43.27,71,1
inc-008798,2026-02-12T18:19:00+00:00,recommendations,europe-west1,sre,low,traffic_spike,8,2,178,1.343,39.21,59.82,0,12.08,28,0
inc-008799,2026-02-12T18:26:00+00:00,checkout,us-central1,platform,medium,bad_deploy,9,5,271,9.313,66.46,84.61,1,38.76,54,1
inc-008800,2026-02-12T18:33:00+00:00,user-profile,us-central1,backend,medium,traffic_spike,17,8,195,1.201,86.78,72.65,1,16.13,60,0
inc-008801,2026-02-12T18:40:00+00:00,user-profile,us-east1,payments,low,bad_deploy,7,4,268,5.349,67.03,63.66,1,25.9,45,0
inc-008802,2026-02-12T18:47:00+00:00,search,us-east1,sre,critical,traffic_spike,89,50,154,0.451,68.36,45.87,0,45.25,304,1
inc-008803,2026-02-12T18:54:00+00:00,recommendations,asia-south1,backend,low,traffic_spike,6,1,217,1.694,100,77.45,0,13.21,20,0
inc-008804,2026-02-12T19:01:00+00:00,search,us-east1,ml-platform,low,dependency_timeout,10,2,337,2.334,100,70.61,0,19.93,30,0
inc-008805,2026-02-12T19:08:00+00:00,user-profile,asia-south1,backend,low,traffic_spike,8,4,204,1.698,61.56,74.27,0,13.79,38,0
inc-008806,2026-02-12T19:15:00+00:00,inventory,asia-south1,ml-platform,high,quota_exhaustion,45,19,167,4.974,48.26,76.62,0,39.35,144,1
inc-008807,2026-02-12T19:22:00+00:00,search,asia-south1,backend,critical,database_latency,69,21,437,0.987,78.81,63.53,0,44.94,223,1
inc-008808,2026-02-12T19:29:00+00:00,payments,us-east1,platform,medium,bad_deploy,19,4,117,11.138,82.22,93.16,1,44.89,105,1
inc-008809,2026-02-12T19:36:00+00:00,inventory,europe-west1,ml-platform,high,quota_exhaustion,25,15,83,6.903,59.49,55.72,0,34.03,95,1
inc-008810,2026-02-12T19:43:00+00:00,payments,us-central1,platform,low,database_latency,12,4,432,0.799,70.07,64.83,0,18.6,53,0
inc-008811,2026-02-12T19:50:00+00:00,checkout,asia-south1,sre,high,traffic_spike,46,10,118,0.0,61.98,86.67,0,23.65,144,1
inc-008812,2026-02-12T19:57:00+00:00,search,us-east1,payments,medium,traffic_spike,23,7,148,0.447,80.11,73.38,0,15.39,73,0
inc-008813,2026-02-12T20:04:00+00:00,payments,us-east1,ml-platform,low,dependency_timeout,12,3,753,0.612,46.63,53.86,1,26.06,36,0
inc-008814,2026-02-12T20:11:00+00:00,user-profile,europe-west1,sre,high,dependency_timeout,48,26,821,0.335,83.39,60.75,1,43.13,142,1
inc-008815,2026-02-12T20:18:00+00:00,inventory,us-east1,payments,medium,database_latency,17,9,798,0.0,73.92,67.64,0,27.6,39,0
inc-008816,2026-02-12T20:25:00+00:00,checkout,us-central1,platform,low,traffic_spike,9,1,149,1.66,84.57,43.14,0,12.75,35,0
inc-008817,2026-02-12T20:32:00+00:00,payments,us-central1,backend,low,database_latency,8,3,602,1.424,56.74,54.51,1,22.92,36,0
inc-008818,2026-02-12T20:39:00+00:00,search,europe-west1,platform,medium,bad_deploy,20,11,190,6.109,92.75,77.11,1,32.08,65,0
inc-008819,2026-02-12T20:46:00+00:00,inventory,asia-south1,platform,medium,database_latency,8,5,823,0.088,52.5,25.77,0,24.44,27,0
inc-008820,2026-02-12T20:53:00+00:00,inventory,europe-west1,payments,low,database_latency,8,1,928,2.018,58.15,69.59,0,32.85,51,0
inc-008821,2026-02-12T21:00:00+00:00,search,us-east1,payments,low,dependency_timeout,10,3,548,0.675,89.61,70.57,1,20.23,33,0
inc-008822,2026-02-12T21:07:00+00:00,recommendations,asia-south1,ml-platform,medium,traffic_spike,14,4,126,1.734,49.92,77.06,0,14.65,29,0
inc-008823,2026-02-12T21:14:00+00:00,inventory,asia-south1,ml-platform,medium,traffic_spike,21,12,119,0.14,28.18,54.2,0,12.85,44,0
inc-008824,2026-02-12T21:21:00+00:00,user-profile,us-central1,sre,high,quota_exhaustion,52,21,199,8.961,63.91,52.26,0,55.26,200,1
inc-008825,2026-02-12T21:28:00+00:00,payments,asia-south1,payments,critical,traffic_spike,127,22,221,1.667,70.27,61.81,1,67.68,379,1
inc-008826,2026-02-12T21:35:00+00:00,search,us-east1,sre,medium,dependency_timeout,18,3,645,1.428,39.97,56.57,0,28.51,41,0
inc-008827,2026-02-12T21:42:00+00:00,search,europe-west1,sre,medium,quota_exhaustion,9,5,168,6.85,57.38,90.14,0,28.8,49,0
inc-008828,2026-02-12T21:49:00+00:00,payments,us-central1,ml-platform,critical,bad_deploy,75,43,193,8.685,68.34,89.08,1,64.63,260,1
inc-008829,2026-02-12T21:56:00+00:00,inventory,us-central1,backend,medium,traffic_spike,25,10,190,2.142,63.0,60.72,0,22.43,43,0
inc-008830,2026-02-12T22:03:00+00:00,recommendations,asia-south1,backend,medium,bad_deploy,12,1,139,2.815,79.79,82.81,1,17.32,33,0
inc-008831,2026-02-12T22:10:00+00:00,recommendations,us-east1,backend,medium,traffic_spike,15,6,240,0.931,39.74,76.25,0,15.54,40,0
inc-008832,2026-02-12T22:17:00+00:00,payments,europe-west1,payments,high,dependency_timeout,39,15,645,0.349,49.12,56.13,0,34.72,140,1
inc-008833,2026-02-12T22:24:00+00:00,recommendations,us-east1,ml-platform,high,bad_deploy,42,7,79,9.848,87.93,82.26,1,50.42,96,1
inc-008834,2026-02-12T22:31:00+00:00,search,us-central1,ml-platform,medium,database_latency,17,2,733,2.388,33.04,76.02,0,33.14,74,0
inc-008835,2026-02-12T22:38:00+00:00,payments,us-east1,backend,low,database_latency,14,7,992,1.119,77.89,61.3,0,34.46,42,0
inc-008836,2026-02-12T22:45:00+00:00,search,us-central1,backend,medium,traffic_spike,18,8,181,0.385,80.2,49.66,1,13.78,57,0
inc-008837,2026-02-12T22:52:00+00:00,inventory,europe-west1,payments,low,traffic_spike,10,1,173,3.214,47.55,42.15,0,18.47,29,0
inc-008838,2026-02-12T22:59:00+00:00,inventory,europe-west1,ml-platform,critical,traffic_spike,112,23,103,1.103,54.14,82.14,0,56.28,256,1
inc-008839,2026-02-12T23:06:00+00:00,inventory,us-east1,payments,high,quota_exhaustion,78,11,200,8.214,33.67,95.95,0,64.74,137,1
inc-008840,2026-02-12T23:13:00+00:00,payments,us-central1,ml-platform,high,traffic_spike,67,29,66,1.886,62.82,64.64,1,37.46,163,1
inc-008841,2026-02-12T23:20:00+00:00,checkout,europe-west1,ml-platform,high,database_latency,48,6,339,0.244,35.23,41.6,0,30.81,170,1
inc-008842,2026-02-12T23:27:00+00:00,checkout,europe-west1,platform,low,bad_deploy,9,5,230,12.718,53.6,71.54,1,47.95,72,1
inc-008843,2026-02-12T23:34:00+00:00,search,us-east1,backend,low,database_latency,1,0,553,1.147,54.23,84.61,0,17.72,18,0
inc-008844,2026-02-12T23:41:00+00:00,inventory,asia-south1,ml-platform,low,dependency_timeout,10,6,330,0.192,40.26,65.14,0,13.33,31,0
inc-008845,2026-02-12T23:48:00+00:00,inventory,asia-south1,ml-platform,low,dependency_timeout,4,2,608,0.637,57.12,67.32,0,18.91,23,0
inc-008846,2026-02-12T23:55:00+00:00,payments,us-east1,payments,critical,traffic_spike,25,4,210,0.949,69.18,95.79,0,19.35,91,1
inc-008847,2026-02-13T00:02:00+00:00,payments,asia-south1,backend,low,dependency_timeout,11,4,447,0.084,75.49,77.37,0,16.38,34,0
inc-008848,2026-02-13T00:09:00+00:00,checkout,asia-south1,platform,critical,dependency_timeout,105,15,714,1.582,63.17,85.81,0,69.85,386,1
inc-008849,2026-02-13T00:16:00+00:00,checkout,asia-south1,backend,high,quota_exhaustion,57,9,107,9.647,73.98,47.06,0,57.27,161,1
inc-008850,2026-02-13T00:23:00+00:00,payments,us-central1,platform,high,dependency_timeout,50,8,398,2.604,90.39,55.21,1,40.26,155,1
inc-008851,2026-02-13T00:30:00+00:00,inventory,asia-south1,sre,medium,bad_deploy,2,0,180,5.188,70.28,52.01,1,20.96,29,0
inc-008852,2026-02-13T00:37:00+00:00,recommendations,us-central1,backend,low,database_latency,5,0,1060,0.431,52.83,92.61,0,30.04,38,0
inc-008853,2026-02-13T00:44:00+00:00,checkout,us-east1,sre,high,bad_deploy,29,9,201,5.537,61.01,47.31,1,34.69,88,1
inc-008854,2026-02-13T00:51:00+00:00,recommendations,us-central1,platform,medium,database_latency,15,5,1000,1.741,72.43,40.47,1,36.97,49,0
inc-008855,2026-02-13T00:58:00+00:00,checkout,europe-west1,platform,critical,dependency_timeout,77,36,805,0.465,79.02,50.67,0,56.17,124,1
inc-008856,2026-02-13T01:05:00+00:00,recommendations,asia-south1,platform,low,bad_deploy,7,2,224,13.226,57.48,56.43,1,48.43,75,1
inc-008857,2026-02-13T01:12:00+00:00,search,us-east1,ml-platform,high,traffic_spike,45,4,245,1.526,52.99,66.23,0,30.95,86,1
inc-008858,2026-02-13T01:19:00+00:00,search,asia-south1,sre,low,database_latency,11,1,283,1.33,76.59,51.16,1,16.02,28,0
inc-008859,2026-02-13T01:26:00+00:00,inventory,asia-south1,ml-platform,low,dependency_timeout,10,2,731,0.076,85.37,57.47,0,23.0,47,0
inc-008860,2026-02-13T01:33:00+00:00,payments,us-central1,sre,high,traffic_spike,61,35,156,1.828,58.38,52.59,1,36.83,218,1
inc-008861,2026-02-13T01:40:00+00:00,user-profile,us-east1,backend,medium,traffic_spike,19,7,116,1.341,74.38,86.12,0,15.47,58,0
inc-008862,2026-02-13T01:47:00+00:00,payments,us-central1,sre,medium,dependency_timeout,25,6,781,1.531,61.59,54.6,1,35.37,71,0
inc-008863,2026-02-13T01:54:00+00:00,inventory,us-east1,sre,medium,dependency_timeout,19,2,426,0.0,65.2,48.25,0,19.2,72,0
inc-008864,2026-02-13T02:01:00+00:00,checkout,us-east1,sre,medium,database_latency,23,9,560,0.491,34.94,78.19,0,25.82,85,0
inc-008865,2026-02-13T02:08:00+00:00,inventory,asia-south1,platform,medium,database_latency,24,3,410,1.047,55.74,79.89,0,24.19,49,0
inc-008866,2026-02-13T02:15:00+00:00,inventory,europe-west1,platform,low,quota_exhaustion,11,5,297,3.593,55.67,56.17,1,23.15,51,0
inc-008867,2026-02-13T02:22:00+00:00,payments,us-central1,ml-platform,medium,traffic_spike,28,10,170,2.611,41.23,53.92,1,24.68,69,0
inc-008868,2026-02-13T02:29:00+00:00,payments,us-east1,ml-platform,high,dependency_timeout,54,21,542,0.949,56.55,65.1,0,40.7,169,1
inc-008869,2026-02-13T02:36:00+00:00,recommendations,asia-south1,platform,medium,quota_exhaustion,14,2,235,5.448,68.32,67.92,0,28.52,56,0
inc-008870,2026-02-13T02:43:00+00:00,payments,us-central1,backend,low,database_latency,6,0,294,0.685,68.11,69.46,0,12.11,20,0
inc-008871,2026-02-13T02:50:00+00:00,payments,europe-west1,ml-platform,low,database_latency,9,4,798,0.032,58.12,53.85,0,24.1,32,0
inc-008872,2026-02-13T02:57:00+00:00,payments,europe-west1,backend,high,dependency_timeout,55,27,296,0.599,45.74,89.36,0,33.95,88,1
inc-008873,2026-02-13T03:04:00+00:00,recommendations,europe-west1,ml-platform,low,traffic_spike,8,1,129,0.864,48.24,41.61,0,9.42,28,0
inc-008874,2026-02-13T03:11:00+00:00,search,europe-west1,backend,medium,database_latency,18,3,703,0.98,14.62,75.3,0,28.61,73,0
inc-008875,2026-02-13T03:18:00+00:00,inventory,us-east1,payments,medium,bad_deploy,9,2,109,7.941,51.31,73.21,1,30.6,46,0
inc-008876,2026-02-13T03:25:00+00:00,search,us-central1,backend,low,dependency_timeout,5,0,967,2.992,47.39,70.52,0,35.4,39,0
inc-008877,2026-02-13T03:32:00+00:00,payments,europe-west1,sre,low,traffic_spike,8,4,188,1.95,45.44,70.94,0,14.15,35,0
inc-008878,2026-02-13T03:39:00+00:00,inventory,us-central1,payments,low,quota_exhaustion,4,2,219,5.383,66.63,68.45,0,23.42,32,0
